user_story_id,story_text,moscow_priority,importance_score,stakeholder_role,project_stage,iteration_count,feedback,sentiment,timeline_prediction,budget_prediction,actual_timeline,actual_budget,team_skills
9740,"As a stakeholder, I wish to review requirements so I can meet deadlines.",Should,10,Tester,Testing,4,The feature works great but could use some improvement.,Positive,3.59,17854.37,5.63,17268.3,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9741,"As a product owner, I am required to test the application thoroughly to achieve achieve business goals.",Should,5,Developer,Sprint Planning,5,"The interface is user-friendly, but performance needs improvement.",Neutral,25.62,22778.14,27.78,22164.39,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9742,"As a manager, I need review the user stories to satisfy clients.",Should,5,Product Owner,Deployment,3,The feature works great but could use some improvement.,Positive,35.3,12846.05,42.77,13982.59,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9743,"As a tester, I am required to review requirements to achieve deliver value.",Should,4,Developer,Testing,3,The feature works great but could use some improvement.,Positive,97.08,28224.82,99.4,29286.45,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9744,"As a manager, I must review requirements in order to satisfy clients.",Should,7,Developer,Sprint Planning,4,"The design aligns well with our goals, but testing needs more focus.",Neutral,12.84,16600.82,19.44,17433.65,"{'developer': 'expert', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
9745,"As a stakeholder, I am required to deploy the software to achieve enhance usability.",Won't,1,Tester,Sprint Planning,1,The feature works great but could use some improvement.,Positive,117.93,24080.54,123.56,25694.64,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
9746,"As a product owner, I want to review requirements so that achieve business goals.",Should,8,Product Owner,Testing,1,This part of the system needs a complete overhaul.,Negative,86.83,30106.46,91.47,29451.26,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9747,"As a stakeholder, I am required to deploy the software to achieve satisfy clients.",Won't,2,Tester,Testing,4,This part of the system needs a complete overhaul.,Negative,35.52,12562.16,42.37,11798.65,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
9748,"As a stakeholder, I must design the interface in order to satisfy clients.",Must,10,Product Owner,Sprint Planning,2,"The design aligns well with our goals, but testing needs more focus.",Neutral,68.34,30721.6,75.74,30270.88,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
9749,"As a designer, I want to create detailed reports so that deliver value.",Must,1,Tester,Development,2,This part of the system needs a complete overhaul.,Negative,69.99,31381.82,74.65,32585.63,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9750,"As a tester, I must design the interface in order to deliver value.",Should,10,Product Owner,Sprint Planning,3,"The interface is user-friendly, but performance needs improvement.",Neutral,48.54,13826.35,51.05,15067.3,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9751,"As a stakeholder, I must create detailed reports in order to deliver value.",Must,2,Developer,Testing,5,This part of the system needs a complete overhaul.,Negative,68.81,46032.58,75.81,46161.61,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
9752,"As a designer, I need collaborate with the team to meet deadlines.",Must,10,Tester,Development,1,We are satisfied with the current functionality.,Neutral,64.98,18772.57,68.82,19509.34,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9753,"As a manager, I must test the application thoroughly in order to achieve business goals.",Should,7,Product Owner,Deployment,3,"Not satisfied with the outcome, requires a fix.",Neutral,75.29,14905.87,84.86,15882.12,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9754,"As a product owner, I need review the user stories to meet deadlines.",Should,4,Tester,Sprint Planning,1,We are satisfied with the current functionality.,Neutral,109.23,29512.16,104.52,30695.3,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'intermediate'}"
9755,"As a manager, I must deploy the software in order to satisfy clients.",Won't,9,Tester,Sprint Planning,5,The feature works great but could use some improvement.,Positive,33.18,13479.15,35.35,12542.11,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9756,"As a stakeholder, I wish to plan the sprint so I can meet deadlines.",Could,5,Developer,Testing,4,Excellent implementation! Great work.,Neutral,38.6,14909.67,34.47,14295.49,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
9757,"As a tester, I am required to deploy the software to achieve ensure quality.",Should,1,Manager,Deployment,1,Excellent implementation! Great work.,Neutral,49.63,20035.75,45.98,21014.27,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'expert'}"
9758,"As a tester, I wish to test the application thoroughly so I can ensure quality.",Should,10,Tester,Deployment,4,"Not satisfied with the outcome, requires a fix.",Neutral,47.69,20025.97,53.0,19991.68,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'expert'}"
9759,"As a product owner, I must plan the sprint in order to enhance usability.",Could,2,Product Owner,Sprint Planning,4,We are satisfied with the current functionality.,Neutral,99.76,41286.35,103.05,43112.21,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'expert'}"
9760,"As a tester, I wish to deploy the software so I can satisfy clients.",Should,6,Tester,Sprint Planning,2,This part of the system needs a complete overhaul.,Negative,89.22,13639.71,94.5,13405.65,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
9761,"As a product owner, I must design the interface in order to deliver value.",Must,2,Manager,Testing,2,We are satisfied with the current functionality.,Neutral,102.95,59005.22,102.34,60392.63,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
9762,"As a tester, I need manage tasks effectively to deliver value.",Should,7,Developer,Testing,1,The feature works great but could use some improvement.,Positive,52.68,14029.04,48.03,13844.87,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9763,"As a product owner, I need manage tasks effectively to satisfy clients.",Should,3,Tester,Development,2,Excellent implementation! Great work.,Neutral,74.42,22419.82,82.03,22082.12,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9764,"As a manager, I wish to plan the sprint so I can meet deadlines.",Could,9,Tester,Testing,5,This part of the system needs a complete overhaul.,Negative,29.84,22963.71,27.5,23940.93,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9765,"As a manager, I am required to review requirements to achieve enhance usability.",Should,1,Product Owner,Testing,2,"The interface is user-friendly, but performance needs improvement.",Neutral,24.17,17158.49,21.07,16371.72,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'beginner'}"
9766,"As a designer, I must review requirements in order to satisfy clients.",Must,1,Developer,Development,2,"Not satisfied with the outcome, requires a fix.",Neutral,24.41,10902.83,31.43,11991.93,"{'developer': 'beginner', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'beginner'}"
9767,"As a designer, I need review the user stories to achieve business goals.",Must,3,Manager,Sprint Planning,4,"The interface is user-friendly, but performance needs improvement.",Neutral,56.92,33367.24,54.02,32791.16,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9768,"As a manager, I must test the application thoroughly in order to achieve business goals.",Should,6,Developer,Testing,4,"Not satisfied with the outcome, requires a fix.",Neutral,27.46,13654.51,29.61,15186.86,"{'developer': 'intermediate', 'tester': 'intermediate', 'manager': 'expert', 'designer': 'beginner'}"
9769,"As a manager, I am required to deploy the software to achieve deliver value.",Won't,10,Manager,Testing,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,58.25,34795.51,64.21,35779.34,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9770,"As a stakeholder, I need access the test environment to deliver value.",Should,6,Developer,Development,3,"The interface is user-friendly, but performance needs improvement.",Neutral,102.99,18093.94,104.11,17109.8,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'expert'}"
9771,"As a manager, I want to review requirements so that achieve business goals.",Should,10,Product Owner,Development,3,"The interface is user-friendly, but performance needs improvement.",Neutral,41.55,21626.9,40.15,23414.12,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'expert', 'designer': 'intermediate'}"
9772,"As a designer, I must plan the sprint in order to enhance usability.",Could,2,Product Owner,Testing,2,Excellent implementation! Great work.,Neutral,67.99,24342.95,68.37,24635.06,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
9773,"As a product owner, I must review requirements in order to satisfy clients.",Should,4,Product Owner,Sprint Planning,1,This part of the system needs a complete overhaul.,Negative,28.53,8709.85,27.9,8496.19,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'expert'}"
9774,"As a designer, I need use advanced tools to ensure quality.",Must,7,Tester,Development,1,The feature works great but could use some improvement.,Positive,99.61,18015.13,104.7,19650.5,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
9775,"As a manager, I want to deploy the software so that satisfy clients.",Won't,7,Developer,Testing,4,"The interface is user-friendly, but performance needs improvement.",Neutral,36.22,16476.61,39.82,17833.1,"{'developer': 'expert', 'tester': 'intermediate', 'manager': 'intermediate', 'designer': 'intermediate'}"
9776,"As a tester, I need review the user stories to meet deadlines.",Should,10,Tester,Development,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,115.22,38489.35,121.63,40010.13,"{'developer': 'expert', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'intermediate'}"
9777,"As a tester, I wish to create detailed reports so I can ensure quality.",Must,5,Tester,Development,1,This part of the system needs a complete overhaul.,Negative,29.22,7443.91,35.02,9437.54,"{'developer': 'intermediate', 'tester': 'beginner', 'manager': 'intermediate', 'designer': 'beginner'}"
9778,"As a designer, I want to test the application thoroughly so that meet deadlines.",Should,10,Manager,Sprint Planning,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,72.38,38017.25,77.25,38941.09,"{'developer': 'beginner', 'tester': 'beginner', 'manager': 'expert', 'designer': 'beginner'}"
9779,"As a manager, I need access the test environment to deliver value.",Should,1,Product Owner,Deployment,5,We are satisfied with the current functionality.,Neutral,97.69,50902.36,95.26,51704.96,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'expert'}"
9780,"As a designer, I must create detailed reports in order to meet deadlines.",Must,7,Developer,Sprint Planning,5,"The interface is user-friendly, but performance needs improvement.",Neutral,93.28,48239.01,93.36,48849.22,"{'developer': 'beginner', 'tester': 'expert', 'manager': 'intermediate', 'designer': 'intermediate'}"
9781,"As a designer, I wish to create detailed reports so I can achieve business goals.",Must,1,Tester,Development,3,"The design aligns well with our goals, but testing needs more focus.",Neutral,51.24,26232.03,52.12,26372.31,"{'developer': 'intermediate', 'tester': 'expert', 'manager': 'expert', 'designer': 'intermediate'}"
